nhom_bds_lon,nhom_bds,loai_bds,quan_huyen,ten_duong,dia_chi,gia(ty),trieu/m2,dien_tich(m2),ngang (m),doc (m),huong,phap_ly,so_tang,so_phong_ngu,so_wc,tieu_de,nguon
Nhà,Căn hộ chung cư,Căn hộ chung cư,Thành phố Quy Nhơn,Nguyễn Thái Học,Đường Nguyễn Thái Học,1.45,22.65625,64.0,0.0,0.0,Chưa xác định,Sổ hồng,2,2,1,"Bán căn hộ chung cư thịnh phát 1.45 tỷ, tầng 7 . 60 m²- sổ hồng lâu dài",https://alonhadat.com.vn/ban-can-ho-simona-950-trrieu-full-noi-that-tang-3-54m2-12246097.html
Nhà,Căn hộ chung cư,Căn hộ chung cư,Thành phố Quy Nhơn,Không rõ,Không rõ,1.2,27.906976744186046,43.0,0.0,0.0,Chưa xác định,Đang cập nhật,12,1,2,"Bán căn hộ merryhome - merryland quy nhơn. giá 1,2x tỷ...quần thể du lịch nghỉ dưỡng",https://alonhadat.com.vn/ban-can-ho-merryhome-merryland-quy-nhon-gia-1-2x-ty-quan-the-du-lich-nghi-duong-13183571.html
Nhà,Biệt thự/Nhà liền kề,"Biệt thự, nhà liền kề",Thành phố Quy Nhơn,Không rõ,Không rõ,3.5,55.55555555555556,63.0,4.5,14.0,Chưa xác định,Đang cập nhật,3,3,4,Quỹ căn liền kề phú gia riverside- khu đô thị mới chợ góc đại phú gia,https://alonhadat.com.vn/mo-ban-nha-lien-ke-khu-do-thi-moi-cho-goc-dai-phu-gia-18251037.html
Đất,Đất nền/Đất ở,Đất nền/liền kề/đất dự án,Thị xã An Nhơn,Không rõ,Không rõ,1.69,16.9,100.0,5.0,20.0,Bắc,Đang cập nhật,0,0,0,"Cần bán lô diện tích 100 m² khu đô thị bắc sông tân an,khu vực liêm trực,phường bình định, tx bì",https://alonhadat.com.vn/-can-ban-lo-dt-100m2-khu-do-thi-bac-song-tan-an-khu-vuc-liem-truc-phuong-binh-dinh-tx-bi-18374578.html
Nhà,Nhà mặt phố/Kinh doanh,Nhà mặt tiền,Thành phố Quy Nhơn,Không rõ,Không rõ,5.59,74.53333333333333,75.0,4.0,18.5,Chưa xác định,Đang cập nhật,3,6,3,"Bán nhà 3 mê kiên cố mặt tiền quy nhơn nam, 75m², giá 5 tê xxz +trung tâm gần biển, bến xe",https://alonhadat.com.vn/ban-nha-3-me-kien-co-mat-tien-quy-nhon-nam-75m-gia-5-te-xxz-trung-tam-gan-bien-ben-xe-18709305.html
Nhà,Nhà mặt phố/Kinh doanh,Nhà mặt tiền,Thành phố Quy Nhơn,Nguyễn Tất Thành,Đường Nguyễn Tất Thành 50 m² và 90 m² hôm nay bán nhà mặt tiền đường Nguyễn Tất Thành 👉👉 căn 1: diện tích: 50 m² ngang 5,8.2,164.0,50.0,5.3,9.5,Chưa xác định,Đang cập nhật,3,3,3,Bán nhà mặt tiền đường Nguyễn Tất Thành 50 m² và 90 m²,https://alonhadat.com.vn/ban-nha-2-me-mat-tien-duong-ngo-thoi-nhiem-56m2-9735022.html
Nhà,Nhà riêng/Trong hẻm,Nhà trong hẻm,Thành phố Quy Nhơn,Tây Sơn,Đường Tây Sơn,2.55,49.03846153846154,52.0,4.5,13.0,Đông,Đang cập nhật,1,2,3,Bán nhà hẻm oto garaquyen qui nhơn,https://alonhadat.com.vn/ban-nha-hem-oto-garaquyen-qui-nhon-18399437.html
Nhà,Nhà riêng/Trong hẻm,Nhà trong hẻm,Thành phố Quy Nhơn,Bạch Đằng,Đường Bạch Đằng,2.85,53.77358490566038,53.0,5.3,10.0,Tây,Đang cập nhật,2,2,3,Bán nhà hẻm Bạch Đằng 40 m² và 53 m² phường hải cảng,https://alonhadat.com.vn/ban-nha-cu-duong-noi-bo-tran-van-on-dien-tich-123m2-phuong-nguyen-van-cu-8673964.html
Nhà,Nhà mặt phố/Kinh doanh,Nhà mặt tiền,Thành phố Quy Nhơn,Không rõ,Không rõ,8.5,106.25,80.0,5.0,16.0,Đông,Đang cập nhật,2,3,3,Bán nhà mặt tiền phường Lý Thường Kiệt gần chợ quân trấn quy nhơn 78m²ngang5 m +trung tâm,https://alonhadat.com.vn/ban-nha-mat-tien-phuong-ly-thuong-kiet-gan-cho-quan-tran-quy-nhon-78m-ngang5m-trung-tam-18709299.html
Nhà,Nhà mặt phố/Kinh doanh,Nhà mặt tiền,Thành phố Quy Nhơn,Cần Vương,Đường Cần Vương 92 m² và 155 m² hôm nay 👉👉 căn 1: nhà giá tốt – mặt tiền đường Cần Vương - thành phố-quy nhơn - phường - nguyễn văn cừ (cũ)- bán nhà chính chủ - ưu tiên người thiện chí mua diện tích: 92 m² – dtsd— 165 m² — ngang 5 m tây bắc giá bán: 8tỷ5 (có thươn...... << xem chi tiết >> 15 m² tầng3 phòng ngủchỗ để xe giá: 8,8.5,92.3913043478261,92.0,5.0,18.4,Tây,Đang cập nhật,2,3,3,Bán nhà mặt tiền đường Cần Vương 92 m² và 155 m²,https://alonhadat.com.vn/ban-dat-mat-tien-duong-nguyen-quy-duc-100m2-gan-duong-hoa-lu-va-dien-bien-phu-8376226.html
Đất,Đất nền/Đất ở,Đất thổ cư/đất ở,Huyện Phù Cát,Nguyễn Nhạc,Đường Nguyễn Nhạc. diện tích 200 m². hôm nay 1/ mở bán lô đất vip nhất,7.1,35.5,200.0,8.0,25.0,Đông,Đang cập nhật,0,0,0,"Bán lô đất đắc địa nhất, vip nhất cát tiến: mặt tiền đường Nguyễn Nhạc. diện tích 200 m².",https://alonhadat.com.vn/ban-lo-dat-dac-dia-nhat-vip-nhat-cat-tien-mat-tien-duong-nguyen-nhac-lo-goc-2-mat-tien-16320345.html
Nhà,Nhà mặt phố/Kinh doanh,Nhà mặt tiền,Thành phố Quy Nhơn,Bình Hà,Đường Bình Hà 90 m² và đất 306 m² hôm nay 👉👉 căn 1: bán nhà 2 mặt tiền – đường Bình Hà,15.0,166.66666666666666,90.0,5.0,18.0,Nam,Đang cập nhật,5,5,3,Bán nhà 5 tầng mặt tiền đường Bình Hà 90 m² và đất 306 m²,https://alonhadat.com.vn/ban-nha-me-lo-mat-tien-duong-mac-thi-buoi-song-song-huynh-tan-phat-80m2-16634545.html
Nhà,Căn hộ chung cư,Căn hộ chung cư,Thành phố Quy Nhơn,Nguyễn Diêu,Đường Nguyễn Diêu,0.8,14.814814814814815,54.0,0.0,0.0,Chưa xác định,Đang cập nhật,12,2,2,"Cho thuê hoặc bán căn hộ ecohome nhơn bình - quy nhơn .. 2pn cho thuê 4tr/tháng, bán 800tr",https://alonhadat.com.vn/cho-thue-hoac-ban-can-ho-ecohome-nhon-binh-quy-nhon-2pn-cho-thue-4tr-thang-ban-800tr-13433563.html
Nhà,Nhà mặt phố/Kinh doanh,Nhà mặt tiền,Thành phố Quy Nhơn,Ngọc Hồi,Đường Ngọc Hồi Song song đường Đống Đa 95 m² và 136 m² hôm nay 👉👉 bán nhà 5 tầng mặt tiền đường Ngọc Hội diện tích: 136 m² ngang 13,13.0,95.58823529411765,136.0,13.9,10.0,Bắc,Đang cập nhật,5,4,3,Bán nhà và đất đường Ngọc Hồi Song song đường Đống Đa 95 m² và 136 m²,https://alonhadat.com.vn/ban-dat-mat-tien-duong-tran-anh-tong-85m2-gan-duong-chuong-duong-8391401.html
Đất,Đất nền/Đất ở,Đất nền/liền kề/đất dự án,Thị xã An Nhơn,Tôn Thất Tùng,Đường Tôn Thất Tùng,1.09,10.9,100.0,5.0,20.0,Bắc,Đang cập nhật,0,0,0,"Bán đất diện tích 100 m² kv phò an,nhơn hưng,tx an nhơn, bình định",https://alonhadat.com.vn/-ban-dat-dt-100m2-kv-pho-an-nhon-hung-tx-an-nhon-binh-dinh-18202389.html
Nhà,Nhà mặt phố/Kinh doanh,Nhà mặt tiền,Thành phố Quy Nhơn,Nguyễn Lữ,Đường Nguyễn Lữ – trung tâm quy nhơn - diện tích 182 m² - giá 18 tỷ hôm nay 🏡 bán nhà cấp 4 mặt tiền đường Nguyễn Lữ – trung tâm quy nhơn 📍 vị trí: mặt tiền đường Nguyễn Lữ,18.0,98.9010989010989,182.0,5.4,34.0,Tây,Đang cập nhật,3,3,3,Bán nhà cấp 4 mặt tiền đường Nguyễn Lữ – trung tâm quy nhơn - diện tích 182 m² - giá 18 tỷ,https://alonhadat.com.vn/can-ban-nha-mat-tien-ngo-may-vi-tri-dac-dia-dt-130m2-ngang-6-3m-14327662.html
Nhà,Căn hộ chung cư,Căn hộ chung cư,Thành phố Quy Nhơn,Lê Duẩn,Đường Lê Duẩn,2.6,43.333333333333336,60.0,5.0,12.0,Đông,Sổ hồng,27,2,2,The sailing - sở hữu sổ hồng lâu dài - bàn giao 2026 - căn hộ có vị trí đẹp nhất quy nhơn,https://alonhadat.com.vn/the-sailing-so-huu-so-hong-lau-dai-ban-giao-2026-can-ho-co-vi-tri-dep-nhat-quy-nhon-18298476.html
Nhà,Căn hộ chung cư,Căn hộ chung cư,Thành phố Quy Nhơn,Lê Duẩn,Đường Lê Duẩn,2.46,37.84615384615385,65.0,6.0,11.0,Đông,Đang cập nhật,16,2,2,Bán căn hộ chung cư cao cấp view trực diện biển: the sailing quy nhơn. loại căn hộ 2 phòng,https://alonhadat.com.vn/ban-can-ho-chung-cu-cao-cap-view-truc-dien-bien-the-sailing-quy-nhon-loai-can-ho-2-phong-17979939.html
Đất,Đất nền/Đất ở,Đất thổ cư/đất ở,Huyện Phù Cát,Tỉnh lộ 639,Đường Tỉnh Lộ 639,1.85,10.164835164835164,182.0,10.0,19.0,Chưa xác định,Đang cập nhật,0,0,0,Bán lô góc thôn tân thanh - cát hải - phù cát - bình định - diện tích 182 m² - góc - gần t,https://alonhadat.com.vn/ban-lo-goc-thon-tan-thanh-cat-hai-phu-cat-binh-dinh-dien-tich-182m2-goc-gan-t-17775957.html
Đất,Đất nền/Đất ở,Đất thổ cư/đất ở,Thành phố Quy Nhơn,Nguyễn Diêu,Đường Nguyễn Diêu,2.95,26.818181818181817,110.0,5.0,22.0,Chưa xác định,Sổ hồng,0,0,0,"Bán 2 lô liền kề vip, gần chung cư ecohome chợ dinh",https://alonhadat.com.vn/ban-2-lo-lien-ke-vip-gan-chung-cu-ecohome-cho-dinh-18442358.html
Đất,Đất nền/Đất ở,Đất nền/liền kề/đất dự án,Thành phố Quy Nhơn,Không rõ,Đường số 13 ( lộ giới 20 m) diện tích: 67,3.3,33.0,100.0,5.0,20.0,Chưa xác định,Đang cập nhật,0,0,0,"Bán một số lô đất khu đê đông, phường nhơn bình. diện tích 100 m². giá 3,3 tỉ",https://alonhadat.com.vn/ban-mot-so-lo-dat-khu-de-dong-phuong-nhon-binh-dien-tich-100m2-gia-3-3-ti-17845330.html
Đất,Đất nền/Đất ở,Đất nền/liền kề/đất dự án,Huyện Phù Cát,Hoàng Sa,Đường Hoàng Sa rộng - thoáng mát 👉lộ giới: 30 m 👉cách biển hơn 300 m 👉phù hợp kinh doanh ks,4.85,24.25,200.0,8.0,25.0,Tây,Đang cập nhật,0,0,0,"Bán lô đất trục chính Hoàng Sa - cát tiến, ngay bãi tắm cát tiến",https://alonhadat.com.vn/ban-lo-dat-truc-chinh-hoang-sa-cat-tien-ngay-bai-tam-cat-tien-17066050.html
Nhà,Nhà riêng/Trong hẻm,Nhà trong hẻm,Thành phố Quy Nhơn,Hoàng Văn Thụ,Đường nội bộ 5 m Hoàng Văn Thụ - diện tích 40 m²,4.25,106.25,40.0,4.0,10.0,Đông,Đang cập nhật,3,4,3,"Bán 2 căn nhà đường nội bộ 5 m Hoàng Văn Thụ - diện tích 40 m², 45 m²",https://alonhadat.com.vn/-ban-nha-4-tang-mat-tien-duong-le-xuan-tru-phuong-quy-nhon-p-tran-phu-cu-gia-lai-16918200.html
Nhà,Nhà mặt phố/Kinh doanh,Nhà mặt tiền,Thành phố Quy Nhơn,Không rõ,Không rõ,7.5,69.44444444444444,108.0,5.0,22.0,Đông,Đang cập nhật,4,4,5,Shophouse 4 tầng mặt tiền khu đại phú gia - thuận tiện kinh doanh buôn bán !,https://alonhadat.com.vn/shophouse-4-tang-mat-tien-khu-dai-phu-gia-thuan-tien-kinh-doanh-buon-ban--18709159.html
Nhà,Biệt thự/Nhà liền kề,"Biệt thự, nhà liền kề",Thành phố Quy Nhơn,Hùng Vương,Đường Hùng Vương,5.0,50.0,100.0,5.0,20.0,Chưa xác định,Đang cập nhật,5,6,4,Shophouse nhà phố thương mại solera quy nhơn - cơ hội đầu tư tốt nhất thị trường quy nhơn,https://alonhadat.com.vn/shophouse-nha-pho-thuong-mai-solera-quy-nhon-co-hoi-dau-tu-tot-nhat-thi-truong-quy-nhon-16608362.html
Đất,Đất nền/Đất ở,Đất thổ cư/đất ở,Huyện Tuy Phước,Không rõ,Không rõ,1.6,16.842105263157894,95.0,5.0,19.0,Chưa xác định,Đang cập nhật,0,0,0,"Bán đất thuộc tđc thôn quảng vân, xã phước thuận, huyện tuy phước. giá tốt nhất.",https://alonhadat.com.vn/ban-dat-truc-chinh-lien-xa-phuoc-thuan-dien-tich-140m2-14040652.html
Đất,Đất nền/Đất ở,Đất thổ cư/đất ở,Thành phố Quy Nhơn,Không rõ,Đường đường rộng 14 m,1.7,13.076923076923077,130.0,5.0,26.0,Chưa xác định,Đang cập nhật,0,0,0,"Mở bán lô đất mặt đường đường rộng 14 m, gần chợ phú tài, gần trường Hùng Vương. giá rẻ",https://alonhadat.com.vn/ban-cat-lo-mot-so-can-altara-nhon-gia-cuc-tot-can-1-phong-ngu-47m2-gia-tu-1ty-520-trie-18099179.html
Nhà,Biệt thự/Nhà liền kề,"Biệt thự, nhà liền kề",Huyện Phù Cát,Quốc lộ 19B,Đường Quốc Lộ 19B,6.65,29.555555555555557,225.0,7.0,20.0,Chưa xác định,Đang cập nhật,1,2,4,Giỏ hàng nội bộ biệt thự biển the ocean villas quy nhơn (maia2) kdl nhơn lý do vinacapital,https://alonhadat.com.vn/biet-thu-bien-the-ocean-villas-quy-nhon-maia2-kdl-nhon-ly-do-vinacapital-lam-cdt-14486438.html
Nhà,Nhà mặt phố/Kinh doanh,Nhà mặt tiền,Thành phố Quy Nhơn,Nguyễn Thái Học,Đường Nguyễn Thái Học 115 m² và 192 m² hôm nay 👉👉 căn 1: nhà 3 tầng kiên cố diện tích: 115 m² ngang 4,11.8,102.6086956521739,115.0,4.3,26.6,Tây,Đang cập nhật,3,4,3,Bán nhà mặt tiền đường Nguyễn Thái Học 115 m² và 192 m²,https://alonhadat.com.vn/ban-dat-khu-dong-cho-dinh-gan-chung-cu-8283841.html
Nhà,Căn hộ chung cư,Căn hộ chung cư,Thành phố Quy Nhơn,Võ Nguyên Giáp,Đường Võ Nguyên Giáp,1.088,20.923076923076923,52.0,0.0,0.0,Đông,Đang cập nhật,1,2,2,Căn hộ 60m² – 2pn – khu đô thị an phú thịnh đừng mắc 3 sai lầm khi chọn căn hộ giá mềm,https://alonhadat.com.vn/can-ho-60m-2pn-khu-do-thi-an-phu-thinh-dung-mac-3-sai-lam-khi-chon-can-ho-gia-mem-17725585.html
Nhà,Nhà riêng/Trong hẻm,Nhà trong hẻm,Thành phố Quy Nhơn,Hoàng Quốc Việt,Đường Hoàng Quốc Việt,3.15,87.5,36.0,4.5,13.0,Chưa xác định,Đang cập nhật,3,3,3,"(hím) bán nhà 3 tầng hẻm cạn rộng 3,1 m thị nại gần chợ đầm phường quy nhơn, giá nhỉn 3 ty",https://alonhadat.com.vn/-him-ban-nha-3-tang-hem-can-rong-3-1m-thi-nai-gan-cho-dam-phuong-quy-nhon-gia-nhin-3-ty-18513923.html
Nhà,Biệt thự/Nhà liền kề,"Biệt thự, nhà liền kề",Thành phố Quy Nhơn,Điện Biên Phủ,Đường Điện Biên Phủ,3.5,55.55555555555556,63.0,4.5,14.0,Nam,Đang cập nhật,3,5,4,Cần bán gấp căn nhà liên kế khu đô thị chợ góc nhà đẹp,https://alonhadat.com.vn/can-ban-gap-can-nha-lien-ke-khu-do-thi-cho-goc-nha-dep-18398281.html
Nhà,Nhà riêng/Trong hẻm,Nhà trong hẻm,Thành phố Quy Nhơn,Trần Thị Kỷ,Đường Trần Thị Kỷ,1.59,75.71428571428571,21.0,4.5,13.0,Chưa xác định,Đang cập nhật,2,2,3,"Bán nhà 2 tầng nhỏ xinh trung tâm hẻm cạn Trần Thị Kỷ phường. Ngô Mây quy nhơn, giá mềm 1tyxyz",https://alonhadat.com.vn/ban-nha-2-tang-nho-xinh-trung-tam-hem-can-tran-thi-ky-p-ngo-may-quy-nhon-gia-mem-1tyxyz-15472154.html
Nhà,Nhà mặt phố/Kinh doanh,Nhà mặt tiền,Thành phố Quy Nhơn,Hai Bà Trưng,Đường Hai Bà Trưng,16.0,131.14754098360655,122.0,5.2,23.5,Chưa xác định,Đang cập nhật,4,5,3,Bán 2 căn nhà mặt tiền Hai Bà Trưng – trung tâm quy nhơn,https://alonhadat.com.vn/-ban-nha-mat-tien-duong-tang-bat-ho-trung-tam-quy-nhon--17986670.html
Nhà,Căn hộ chung cư,Căn hộ chung cư,Thành phố Quy Nhơn,Chương Dương,Đường Nguyễn Trung Tín hôm nay cần bán căn đẹp nhất dự án quy nhơn melody (đường Nguyễn Trung Tín + Chương Dương). - trực diện view biển. - diện tích 50.4m². - tầng cao 30. - giá gồm vat: 1.4 tỷ. - bàn giao hoàn thiện,1.4,28.0,50.0,0.0,0.0,Chưa xác định,Đang cập nhật,19,1,2,"Bán căn hộ medoly 1,4 tỷ - đường Nguyễn Trung Tín",https://alonhadat.com.vn/ban-can-ho-medoly-1-4-ty-ngop-bank-ban-re--12724366.html
Nhà,Căn hộ chung cư,Căn hộ chung cư,Thành phố Quy Nhơn,Trần Hưng Đạo,Đường Trần Hưng Đạo,1.69,27.704918032786885,61.0,0.0,0.0,Chưa xác định,Đang cập nhật,1,2,2,Bán lỗ nặng căn hộ cao cấp altara view biển,https://alonhadat.com.vn/ban-lo-nang-can-ho-cao-cap-altara-view-bien-13781162.html
Nhà,Nhà riêng/Trong hẻm,Nhà trong hẻm,Thành phố Quy Nhơn,Nguyễn Thị Minh Khai,Đường Nguyễn Thị Minh Khai,2.45,54.44444444444444,45.0,4.5,13.0,Chưa xác định,Đang cập nhật,3,2,3,"(hím thấy) đất sau căn mặt tiền Nguyễn Thị Minh Khai 45 m² giá 2ty4x, gần biển quy nhơn",https://alonhadat.com.vn/-re-gap-ban-nha-3-me-hem-can-oto-nguyen-thai-hoc-p-nguyen-van-cu-bien-quy-nhon-83-5m--18614785.html
Nhà,Nhà riêng/Trong hẻm,Nhà trong hẻm,Thành phố Quy Nhơn,Bùi Xuân Phái,Đường Bùi Xuân Phái,2.35,57.31707317073171,41.0,4.5,13.0,Tây,Đang cập nhật,1,1,3,"Nhà hẻm Bùi Xuân Phái,phường qui nhơn",https://alonhadat.com.vn/nha-hem-bui-xuan-phai-phuong-qui-nhon-18272129.html
Đất,Đất nền/Đất ở,Đất nền/liền kề/đất dự án,Thành phố Quy Nhơn,Không rõ,Không rõ,1.65,25.384615384615383,65.0,5.0,13.0,Đông,Đang cập nhật,0,0,0,"Cần bán lô đất khu tái định cư xã nhơn hải, thành phố quy nhơn, tỉnh bình định",https://alonhadat.com.vn/can-ban-lo-dat-khu-tai-dinh-cu-xa-nhon-hai-thanh-pho-quy-nhon-tinh-binh-dinh-13756525.html
Đất,Đất nền/Đất ở,Đất thổ cư/đất ở,Huyện Phù Cát,Hoàng Sa,Đường Hoàng Sa - 4 tỷ xxx phù hợp mua để ở,4.8,24.12060301507538,199.0,8.0,25.0,Chưa xác định,Đang cập nhật,0,0,0,"Bán mấy lô liền kề mặt tiền Hoàng Sa, cát tiến",https://alonhadat.com.vn/ban-may-lo-lien-ke-mat-tien-hoang-sa-cat-tien-17070955.html
Nhà,Căn hộ chung cư,Căn hộ chung cư,Thành phố Quy Nhơn,Trần Hưng Đạo,Đường Trần Hưng Đạo,2.9,44.61538461538461,65.0,0.0,0.0,Đông,Đang cập nhật,29,2,2,"2 năm 0% lãi + gốc. chung cư simona heights - cạnh biển, sổ lâu dài - chiết khấu 5%, 10%,",https://alonhadat.com.vn/2-nam-0-lai-goc-chung-cu-simona-heights-canh-bien-so-lau-dai-chiet-khau-5-10--17541023.html
Nhà,Căn hộ chung cư,Căn hộ chung cư,Thành phố Quy Nhơn,Hoàng Văn Thụ,Đường Hoàng Văn Thụ,1.9,29.23076923076923,65.0,0.0,0.0,Chưa xác định,Sổ hồng,12,2,2,"Cần bán căn hộ phú tài 1.. căn hộ full nội thất (bán lỗ ) 1,9 tỷ.. sổ hồng lâu dài",https://alonhadat.com.vn/can-ban-can-ho-phu-tai-1-can-ho-full-noi-that-ban-lo-1-9-ty-so-hong-lau-dai-13173149.html
Đất,Đất nền/Đất ở,Đất nền/liền kề/đất dự án,Thành phố Quy Nhơn,Không rõ,Đường d3,5.7,32.947976878612714,173.0,10.0,20.0,Đông,Đang cập nhật,0,0,0,"Bán 2 lô đất góc 2 mặt tiền kđt Long Vân, gần fpt - diện tích 116 m², 173 m²",https://alonhadat.com.vn/ban-nha-2-tang-mat-tien-duong-huynh-man-dat-hien-dan-kinh-doanh-nha-tro-dt-111m2-18478325.html
Nhà,Nhà mặt phố/Kinh doanh,Nhà mặt tiền,Thành phố Quy Nhơn,Hoàng Văn Thái,Đường Hoàng Văn Thái 84 m² và 70 m² hôm nay 👉👉 bán nhà 4 tầng mặt tiền đường Hoàng Văn Thái gần hoàng minh thảo diện tích: 70 m² ngang 5 m hướng nam giá bán: 5,5.6,80.0,70.0,5.0,14.0,Nam,Đang cập nhật,4,3,3,Bán nhà và đất mặt tiền đường Hoàng Văn Thái 84 m² và 70 m²,https://alonhadat.com.vn/ban-dat-mat-tien-duong-hoang-van-thai-84m2-17364022.html
Nhà,Căn hộ chung cư,Căn hộ chung cư,Thành phố Quy Nhơn,Nguyễn Tất Thành,Đường Nguyễn Tất Thành,1.9,31.666666666666668,60.0,0.0,0.0,Chưa xác định,Sổ hồng,12,2,2,"Kẹt vố cần bán căn hộ trung tâm quy nhơn - 60 m², 2pn, giá 1.9 tỷ sổ hồng lâu dài",https://alonhadat.com.vn/ket-vo-can-ban-can-ho-trung-tam-quy-nhon-60m2-2pn-gia-1-9-ty-so-hong-lau-dai-13076372.html
Nhà,Nhà riêng/Trong hẻm,Nhà trong hẻm,Thành phố Quy Nhơn,Nguyễn Thái Học,Đường Nguyễn Thái Học 10 m,3.2,69.56521739130434,46.0,3.4,13.5,Tây,Đang cập nhật,3,3,3,"Bán nhà hẻm nguyên thái học 46 m²,80 m² và 110 m²",https://alonhadat.com.vn/ban-dat-mat-tien-duong-nguyen-quy-duc-100m2-15906647.html
Đất,Đất nền/Đất ở,Đất thổ cư/đất ở,Thành phố Quy Nhơn,Số 3,Đường Số 03,1.052,10.52,100.0,4.0,25.0,Tây,Đang cập nhật,0,0,0,"Bán đất xã nhơn hội, thành phố quy nhơn, tỉnh bình định, giá tốt nhất",https://alonhadat.com.vn/ban-dat-xa-nhon-hoi-thanh-pho-quy-nhon-tinh-binh-dinh-gia-tot-nhat-14293601.html
Nhà,Nhà riêng/Trong hẻm,Nhà trong hẻm,Thành phố Quy Nhơn,Tây Sơn,Đường Tây Sơn,2.1,52.5,40.0,4.5,8.9,Đông,Đang cập nhật,2,2,3,"Bán nhà hẻm Tây Sơn khu gara quyền 114 m², 52 m2 và 49 m²",https://alonhadat.com.vn/ban-nha-me-lo-mat-tien-duong-mac-thi-buoi-song-song-huynh-tan-phat-80m2-16631946.html
Nhà,Nhà riêng/Trong hẻm,Nhà trong hẻm,Thành phố Quy Nhơn,Phó Đức Chính,Đường Phó Đức Chính,3.72,53.91304347826087,69.0,4.0,17.5,Đông,Đang cập nhật,3,2,3,Bán nhà cấp 4 hẻm rộng đg Phó Đức Chính diện tích 69 m² ngang 4 m giá 3ty720,https://alonhadat.com.vn/ban-lo-goc-2-nat-tien-dg-lo-gioi-16m-ngay-chung-cu-ecohome-dt-134m2-gia-2ty900-15362818.html
Nhà,Nhà riêng/Trong hẻm,Nhà trong hẻm,Thành phố Quy Nhơn,Trần Đại Nghĩa,Đường Trần Đại Nghĩa đi vào . 👉🏿diện tích:40 m ngang hơn 8 m cách đường oto 10 m hướng: tây bắc 👉🏿nhà 1 mê kiên cố rộng rãi 2p ngủ 2vs 👉🏿giá 1 tỷ 130 triệu bớt lưu chủ lộc cho...... << xem chi tiết >> 2 m² tầng2 phòng ngủchỗ để xe giá: 1,1.13,28.25,40.0,8.0,5.0,Tây,Đang cập nhật,2,2,3,Bán nhà hẻm Trần Đại Nghĩa phường Trần Quang Diệu 40 m²,https://alonhadat.com.vn/ban-nha-3-tang-mat-tien-duong-hai-ba-trung-gan-duong-le-hong-phong-82m2-8232256.html
Nhà,Nhà mặt phố/Kinh doanh,Nhà mặt tiền,Thành phố Quy Nhơn,Nguyễn Khuyến,Đường Nguyễn Khuyến,2.55,55.43478260869565,46.0,3.3,14.0,Chưa xác định,Đang cập nhật,1,1,3,"Ngộp gấp duy nhứt 1 căn mặt tiền gần chợ Hoa Lư, quy nhơn, 46m² giá chỉ 2ty xx",https://alonhadat.com.vn/ban-nha-3-5-me-mat-tien-view-song-kinh-doanh-sam-uat-hoa-lu-phuong-quy-nhon-89m2-18203582.html
Nhà,Căn hộ chung cư,Căn hộ chung cư,Thành phố Quy Nhơn,Hoàng Văn Thụ,Đường Hoàng Văn Thụ,1.1,21.568627450980394,51.0,0.0,0.0,Chưa xác định,Đang cập nhật,5,2,2,"Chuyển nhượng căn hộ simona (Hoàng Văn Thụ - quy nhơn)- căn góc, 2pn, 2wc- 1,1 tỷ",https://alonhadat.com.vn/chuyen-nhuong-can-ho-simona-hoang-van-thu-quy-nhon-can-goc-2pn-2wc-900tr-13319457.html
Đất,Đất nền/Đất ở,Đất nền/liền kề/đất dự án,Thành phố Quy Nhơn,Tây Sơn,Đường Tây Sơn,5.5,29.72972972972973,185.0,10.0,18.5,Tây,Đang cập nhật,0,0,0,Bán đất lô ống và lô góc khu đô thị Long Vân gần cây xăng bảy cường,https://alonhadat.com.vn/chinh-chu-ban-nha-73-tran-cao-van-82m2-ngang-4-huong-dong-bac-gan-duong-nguyen-hue-7411286.html
Nhà,Nhà mặt phố/Kinh doanh,Nhà mặt tiền,Thành phố Quy Nhơn,Nguyễn Trung Trực,Đường Nguyễn Trung Trực 80 m² hôm nay bán nhà mặt tiền đường Nguyễn Trung Trực diện tích: 80 m² ngang 5 m đông nam nhà 3 tầng kiên cố,7.9,98.75,80.0,5.0,16.0,Đông,Đang cập nhật,3,3,3,Bán nhà mặt tiền đường Nguyễn Trung Trực 80 m²,https://alonhadat.com.vn/ban-nha-mat-tien-duong-ha-huy-tap-35m2-va-62m2-13730614.html
Đất,Đất nền/Đất ở,Đất thổ cư/đất ở,Thành phố Quy Nhơn,Thành Thái,Đường Thành Thái,7.5,62.5,120.0,5.0,24.0,Tây,Đang cập nhật,0,0,0,Bán đất Thành Thái nối dài đối diện khu an phước. lộ giới 18 m. 120 m² ngang 5 m giá 7tỷ5,https://alonhadat.com.vn/ban-dat-thanh-thai-noi-dai-doi-dien-khu-an-phuoc-lo-gioi-18m-120m2-ngang-5m-gia-7ty5-18684540.html
Nhà,Nhà riêng/Trong hẻm,Nhà trong hẻm,Thành phố Quy Nhơn,Nguyễn Thái Học,Đường Nguyễn Thái Học,2.95,64.1304347826087,46.0,4.5,13.0,Chưa xác định,Đang cập nhật,3,3,3,"(rẻ quá) bán nhà 3 tầng ôm góc hẻm rộng Nguyễn Thái Học, quy nhơn 46m², giá chỉ 2 ty xxz v",https://alonhadat.com.vn/-re-qua-ban-nha-3-tang-om-goc-hem-rong-nguyen-thai-hoc-quy-nhon-46m-gia-chi-2-ty-xxz-v-18357751.html
